Product ID,Product Name,Category,Country,City / Warehouse,Supplier,Date,Opening Stock,Units Sold,Units Received,Closing Stock,Reorder Level,Unit Cost,Lead Time (days),Damaged Units,Stock Status,Forecast Demand,Inventory Value
P001,Laptop,Electronics,Thailand,Bangkok,Supplier C,2024-04-15,69,37,31,63,42,435,12,8,Healthy,62,27405
P001,Laptop,Electronics,India,Delhi,Supplier B,2024-04-16,166,49,9,126,46,657,7,3,Healthy,65,82782
P001,Laptop,Electronics,China,Shanghai,Supplier C,2024-04-17,103,21,18,100,56,1323,9,0,Healthy,40,132300
P002,Phone,Electronics,China,Shanghai,Supplier A,2024-04-18,296,15,50,331,47,829,10,4,Healthy,49,274399
P004,Monitor,Electronics,China,Shenzhen,Supplier B,2024-04-19,275,15,24,284,89,631,4,5,Healthy,52,179204
P003,Tablet,Electronics,India,Delhi,Supplier C,2024-04-20,134,52,20,102,67,70,13,8,Healthy,68,7140
P003,Tablet,Electronics,USA,New York,Supplier B,2024-04-21,211,35,30,206,97,1150,8,1,Healthy,29,236900
P003,Tablet,Electronics,China,Shanghai,Supplier A,2024-04-22,76,37,1,40,89,377,9,5,Low,50,15080
P005,Keyboard,Electronics,China,Shenzhen,Supplier A,2024-04-23,176,42,35,169,60,1142,6,6,Healthy,17,192998
P001,Laptop,Electronics,India,Delhi,Supplier C,2024-04-24,181,34,67,214,40,852,10,6,Healthy,16,182328
P001,Laptop,Electronics,Germany,Munich,Supplier B,2024-04-25,232,50,42,224,58,900,8,2,Healthy,59,201600
P001,Laptop,Electronics,India,Mumbai,Supplier B,2024-04-26,82,33,16,65,87,154,3,7,Low,57,10010
P002,Phone,Electronics,Thailand,Chiang Mai,Supplier A,2024-04-27,284,29,9,264,55,548,6,8,Healthy,29,144672
P002,Phone,Electronics,Thailand,Chiang Mai,Supplier A,2024-04-28,104,9,57,152,53,442,10,8,Healthy,48,67184
P005,Keyboard,Electronics,Thailand,Chiang Mai,Supplier A,2024-04-29,179,43,29,165,68,1290,6,3,Healthy,30,212850
P001,Laptop,Electronics,China,Shenzhen,Supplier B,2024-01-01,178,12,70,236,94,1226,8,2,Healthy,28,289336
P001,Laptop,Electronics,India,Mumbai,Supplier B,2024-01-02,66,43,43,66,90,1181,3,6,Low,48,77946
P002,Phone,Electronics,USA,New York,Supplier B,2024-01-03,91,59,12,44,40,224,4,1,Healthy,27,9856
P001,Laptop,Electronics,Thailand,Chiang Mai,Supplier B,2024-01-04,125,5,58,178,78,1153,7,9,Healthy,43,205234
P001,Laptop,Electronics,USA,Los Angeles,Supplier C,2024-01-05,163,21,28,170,97,171,6,4,Healthy,49,29070
P001,Laptop,Electronics,India,Delhi,Supplier C,2024-01-06,162,14,71,219,88,671,7,7,Healthy,26,146949
P002,Phone,Electronics,Thailand,Chiang Mai,Supplier A,2024-01-07,182,60,13,135,61,599,13,8,Healthy,35,80865
P002,Phone,Electronics,China,Shenzhen,Supplier B,2024-01-08,259,42,0,217,89,704,11,7,Healthy,15,152768
P004,Monitor,Electronics,India,Delhi,Supplier C,2024-01-09,249,12,24,261,63,1169,11,8,Healthy,13,305109
P001,Laptop,Electronics,Germany,Berlin,Supplier B,2024-01-10,159,60,53,152,54,584,8,2,Healthy,40,88768
P005,Keyboard,Electronics,Thailand,Bangkok,Supplier B,2024-01-11,160,28,48,180,69,90,13,3,Healthy,33,16200
P002,Phone,Electronics,Thailand,Bangkok,Supplier B,2024-01-12,279,8,76,347,84,478,10,3,Healthy,49,165866
P002,Phone,Electronics,USA,New York,Supplier B,2024-01-13,83,30,65,118,57,389,14,4,Healthy,25,45902
P003,Tablet,Electronics,Germany,Berlin,Supplier C,2024-01-14,181,45,32,168,51,972,13,2,Healthy,19,163296
P003,Tablet,Electronics,Germany,Berlin,Supplier B,2024-01-15,115,40,70,145,42,372,8,5,Healthy,50,53940
P003,Tablet,Electronics,USA,Los Angeles,Supplier B,2024-01-16,65,55,15,25,83,396,7,9,Low,61,9900
P003,Tablet,Electronics,China,Shanghai,Supplier B,2024-01-17,264,58,54,260,46,917,9,0,Healthy,40,238420
P005,Keyboard,Electronics,Germany,Berlin,Supplier C,2024-01-18,296,49,1,248,92,571,14,6,Healthy,20,141608
P005,Keyboard,Electronics,China,Shenzhen,Supplier B,2024-01-19,53,31,53,75,73,752,5,1,Healthy,28,56400
P004,Monitor,Electronics,China,Shanghai,Supplier A,2024-01-20,129,47,11,93,62,781,12,8,Healthy,46,72633
P004,Monitor,Electronics,Thailand,Chiang Mai,Supplier C,2024-01-21,127,15,39,151,79,1177,14,8,Healthy,30,177727
P002,Phone,Electronics,India,Mumbai,Supplier B,2024-01-22,220,26,79,273,47,689,14,1,Healthy,21,188097
P005,Keyboard,Electronics,Thailand,Bangkok,Supplier C,2024-01-23,57,60,32,29,50,258,7,6,Low,17,7482
P005,Keyboard,Electronics,USA,Los Angeles,Supplier C,2024-01-24,175,58,46,163,95,728,14,1,Healthy,24,118664
P002,Phone,Electronics,USA,Los Angeles,Supplier B,2024-01-25,203,43,28,188,47,346,7,4,Healthy,27,65048
P002,Phone,Electronics,Germany,Berlin,Supplier B,2024-01-26,213,51,9,171,87,1026,2,4,Healthy,26,175446
P003,Tablet,Electronics,India,Delhi,Supplier C,2024-01-27,54,50,4,8,53,1458,5,4,Low,35,11664
P004,Monitor,Electronics,India,Delhi,Supplier A,2024-01-28,145,59,68,154,66,924,7,10,Healthy,70,142296
P002,Phone,Electronics,USA,Los Angeles,Supplier A,2024-01-29,76,16,39,99,99,1018,9,7,Low,44,100782
P001,Laptop,Electronics,USA,New York,Supplier C,2024-01-30,106,40,64,130,44,272,12,5,Healthy,20,35360
P003,Tablet,Electronics,China,Shenzhen,Supplier B,2024-01-31,156,14,49,191,92,759,8,3,Healthy,15,144969
P004,Monitor,Electronics,USA,Los Angeles,Supplier A,2024-02-01,260,54,35,241,78,853,12,4,Healthy,30,205573
P004,Monitor,Electronics,India,Delhi,Supplier C,2024-02-02,168,57,30,141,88,1431,10,2,Healthy,15,201771
P004,Monitor,Electronics,USA,New York,Supplier B,2024-02-03,120,45,56,131,99,677,13,8,Healthy,62,88687
P001,Laptop,Electronics,Germany,Munich,Supplier B,2024-02-04,131,26,31,136,51,1417,10,4,Healthy,53,192712
P004,Monitor,Electronics,China,Shanghai,Supplier B,2024-02-05,243,55,48,236,89,313,5,10,Healthy,34,73868
P005,Keyboard,Electronics,India,Mumbai,Supplier B,2024-02-06,185,41,12,156,55,868,9,3,Healthy,34,135408
P003,Tablet,Electronics,China,Shenzhen,Supplier B,2024-02-07,209,59,35,185,40,1362,11,6,Healthy,42,251970
P005,Keyboard,Electronics,Germany,Berlin,Supplier A,2024-02-08,261,60,54,255,41,724,15,1,Healthy,62,184620
P002,Phone,Electronics,China,Shenzhen,Supplier C,2024-02-09,213,29,52,236,42,961,15,8,Healthy,33,226796
P003,Tablet,Electronics,USA,Los Angeles,Supplier B,2024-02-10,291,25,14,280,52,813,2,1,Healthy,21,227640
P005,Keyboard,Electronics,USA,Los Angeles,Supplier A,2024-02-11,266,52,31,245,53,252,12,2,Healthy,29,61740
P005,Keyboard,Electronics,India,Mumbai,Supplier B,2024-02-12,68,28,60,100,46,1370,12,1,Healthy,33,137000
P004,Monitor,Electronics,Thailand,Chiang Mai,Supplier B,2024-02-13,249,51,39,237,72,593,10,0,Healthy,27,140541
P005,Keyboard,Electronics,China,Shenzhen,Supplier C,2024-02-14,60,58,7,9,67,1375,7,4,Low,42,12375
P001,Laptop,Electronics,Germany,Berlin,Supplier C,2024-02-15,285,41,0,244,41,1312,9,1,Healthy,46,320128
P001,Laptop,Electronics,India,Delhi,Supplier C,2024-02-16,231,24,52,259,85,474,6,1,Healthy,18,122766
P002,Phone,Electronics,Thailand,Chiang Mai,Supplier B,2024-02-17,164,52,19,131,88,185,15,10,Healthy,45,24235
P005,Keyboard,Electronics,China,Shanghai,Supplier C,2024-02-18,226,39,50,237,65,1119,7,6,Healthy,10,265203
P003,Tablet,Electronics,Germany,Munich,Supplier B,2024-02-19,253,23,73,303,53,570,7,9,Healthy,42,172710
P004,Monitor,Electronics,Thailand,Chiang Mai,Supplier A,2024-02-20,55,11,78,122,53,570,11,10,Healthy,57,69540
P001,Laptop,Electronics,Germany,Munich,Supplier A,2024-02-21,72,10,22,84,91,1375,12,6,Low,66,115500
P001,Laptop,Electronics,India,Mumbai,Supplier A,2024-02-22,139,55,7,91,97,675,4,9,Low,63,61425
P001,Laptop,Electronics,India,Delhi,Supplier B,2024-02-23,156,23,19,152,81,1156,2,1,Healthy,11,175712
P001,Laptop,Electronics,Germany,Munich,Supplier A,2024-02-24,235,15,72,292,50,107,5,3,Healthy,50,31244
P004,Monitor,Electronics,Germany,Berlin,Supplier C,2024-02-25,67,25,26,68,84,488,7,0,Low,51,33184
P005,Keyboard,Electronics,India,Delhi,Supplier B,2024-02-26,93,33,6,66,60,1006,6,0,Healthy,19,66396
P003,Tablet,Electronics,USA,New York,Supplier B,2024-02-27,135,36,0,99,72,653,3,1,Healthy,41,64647
P002,Phone,Electronics,China,Shanghai,Supplier C,2024-02-28,292,7,36,321,60,600,12,10,Healthy,31,192600
P004,Monitor,Electronics,India,Delhi,Supplier A,2024-02-29,164,57,28,135,79,606,6,5,Healthy,26,81810
P001,Laptop,Electronics,India,Mumbai,Supplier C,2024-03-01,292,20,56,328,89,1484,9,10,Healthy,40,486752
P001,Laptop,Electronics,USA,New York,Supplier B,2024-03-02,108,23,14,99,79,168,9,10,Healthy,27,16632
P003,Tablet,Electronics,India,Mumbai,Supplier C,2024-03-03,188,41,36,183,90,110,6,0,Healthy,54,20130
P004,Monitor,Electronics,India,Mumbai,Supplier B,2024-03-04,56,9,33,80,93,207,15,5,Low,35,16560
P004,Monitor,Electronics,China,Shanghai,Supplier B,2024-03-05,218,40,62,240,66,885,10,9,Healthy,50,212400
P005,Keyboard,Electronics,China,Shanghai,Supplier C,2024-03-06,291,42,15,264,63,57,7,3,Healthy,44,15048
P004,Monitor,Electronics,China,Shenzhen,Supplier B,2024-03-07,288,48,36,276,88,838,5,5,Healthy,36,231288
P004,Monitor,Electronics,China,Shanghai,Supplier A,2024-03-08,110,8,32,134,81,921,12,8,Healthy,26,123414
P004,Monitor,Electronics,Thailand,Bangkok,Supplier B,2024-03-09,227,16,29,240,70,759,13,2,Healthy,16,182160
P004,Monitor,Electronics,India,Delhi,Supplier A,2024-03-10,210,45,61,226,92,1122,7,8,Healthy,19,253572
P002,Phone,Electronics,India,Delhi,Supplier A,2024-03-11,74,26,7,55,90,193,4,6,Low,40,10615
P004,Monitor,Electronics,USA,New York,Supplier C,2024-03-12,89,42,64,111,94,1000,12,10,Healthy,18,111000
P004,Monitor,Electronics,Germany,Berlin,Supplier A,2024-03-13,164,30,12,146,46,754,12,6,Healthy,20,110084
P004,Monitor,Electronics,Germany,Berlin,Supplier A,2024-03-14,62,8,74,128,81,346,5,8,Healthy,41,44288
P004,Monitor,Electronics,USA,New York,Supplier B,2024-03-15,158,39,66,185,51,1041,13,3,Healthy,51,192585
P001,Laptop,Electronics,USA,New York,Supplier C,2024-03-16,239,49,22,212,61,451,15,6,Healthy,38,95612
P005,Keyboard,Electronics,India,Mumbai,Supplier C,2024-03-17,61,50,58,69,98,1313,6,0,Low,64,90597
P001,Laptop,Electronics,India,Delhi,Supplier A,2024-03-18,268,40,47,275,86,1263,8,7,Healthy,22,347325
P004,Monitor,Electronics,India,Mumbai,Supplier B,2024-03-19,109,51,74,132,87,77,13,1,Healthy,45,10164
P004,Monitor,Electronics,Thailand,Bangkok,Supplier B,2024-03-20,296,15,60,341,56,371,14,3,Healthy,64,126511
P005,Keyboard,Electronics,USA,Los Angeles,Supplier A,2024-03-21,197,36,72,233,55,234,6,4,Healthy,10,54522
P001,Laptop,Electronics,Germany,Munich,Supplier A,2024-03-22,130,30,21,121,62,631,12,5,Healthy,54,76351
P002,Phone,Electronics,China,Shanghai,Supplier A,2024-03-23,105,35,39,109,55,1398,13,10,Healthy,26,152382
P002,Phone,Electronics,USA,Los Angeles,Supplier B,2024-03-24,214,56,52,210,57,311,2,5,Healthy,16,65310
P002,Phone,Electronics,Thailand,Bangkok,Supplier B,2024-03-25,130,14,54,170,68,177,9,2,Healthy,52,30090
P001,Laptop,Electronics,India,Mumbai,Supplier B,2024-03-26,60,29,62,93,89,998,5,7,Healthy,26,92814
P003,Tablet,Electronics,Germany,Berlin,Supplier A,2024-03-27,80,36,71,115,57,195,15,9,Healthy,56,22425
P005,Keyboard,Electronics,India,Mumbai,Supplier A,2024-03-28,82,18,50,114,76,569,3,0,Healthy,19,64866
P001,Laptop,Electronics,USA,New York,Supplier C,2024-03-29,101,48,67,120,90,478,2,3,Healthy,56,57360
P001,Laptop,Electronics,China,Shenzhen,Supplier C,2024-03-30,67,23,3,47,44,858,8,4,Healthy,16,40326
P001,Laptop,Electronics,Thailand,Bangkok,Supplier C,2024-03-31,55,20,21,56,82,227,11,3,Low,40,12712
P005,Keyboard,Electronics,India,Delhi,Supplier B,2024-04-01,69,55,8,22,67,747,4,6,Low,51,16434
P001,Laptop,Electronics,Thailand,Chiang Mai,Supplier C,2024-04-02,274,41,32,265,59,170,15,9,Healthy,34,45050
P005,Keyboard,Electronics,Germany,Munich,Supplier C,2024-04-03,233,31,21,223,95,238,3,0,Healthy,60,53074
P005,Keyboard,Electronics,USA,Los Angeles,Supplier C,2024-04-04,88,14,19,93,65,1179,10,4,Healthy,59,109647
P004,Monitor,Electronics,China,Shanghai,Supplier A,2024-04-05,287,38,64,313,85,110,5,4,Healthy,31,34430
P003,Tablet,Electronics,China,Shenzhen,Supplier A,2024-04-06,164,21,19,162,80,128,4,0,Healthy,54,20736
P001,Laptop,Electronics,Thailand,Chiang Mai,Supplier C,2024-04-07,227,40,32,219,100,114,13,9,Healthy,32,24966
P004,Monitor,Electronics,USA,New York,Supplier C,2024-04-08,192,31,12,173,68,892,9,9,Healthy,15,154316
P003,Tablet,Electronics,India,Mumbai,Supplier A,2024-04-09,218,33,12,197,69,736,2,7,Healthy,11,144992
P004,Monitor,Electronics,Thailand,Chiang Mai,Supplier C,2024-04-10,60,50,57,67,71,1226,12,6,Low,60,82142
P002,Phone,Electronics,Germany,Munich,Supplier C,2024-04-11,148,31,66,183,80,1225,7,8,Healthy,29,224175
P005,Keyboard,Electronics,USA,Los Angeles,Supplier C,2024-04-12,98,7,19,110,58,1232,10,2,Healthy,45,135520
P001,Laptop,Electronics,India,Delhi,Supplier A,2024-04-13,82,28,4,58,60,1151,6,6,Low,70,66758
P005,Keyboard,Electronics,Thailand,Bangkok,Supplier A,2024-04-14,219,13,61,267,82,629,3,8,Healthy,65,167943
P002,Phone,Electronics,China,Shenzhen,Supplier A,2024-04-15,247,27,24,244,41,901,13,9,Healthy,37,219844
P005,Keyboard,Electronics,USA,Los Angeles,Supplier C,2024-04-16,59,38,62,83,96,807,2,9,Low,51,66981
P005,Keyboard,Electronics,China,Shenzhen,Supplier B,2024-04-17,219,19,1,201,84,1176,5,2,Healthy,36,236376
P004,Monitor,Electronics,Germany,Berlin,Supplier A,2024-04-18,110,10,14,114,55,507,8,1,Healthy,64,57798
P003,Tablet,Electronics,China,Shenzhen,Supplier A,2024-04-19,76,43,50,83,47,1347,4,1,Healthy,66,111801
P001,Laptop,Electronics,China,Shenzhen,Supplier A,2024-04-20,236,51,45,230,55,1307,8,0,Healthy,38,300610
P003,Tablet,Electronics,Thailand,Bangkok,Supplier B,2024-04-21,164,48,71,187,44,1168,13,3,Healthy,44,218416
P001,Laptop,Electronics,Thailand,Chiang Mai,Supplier C,2024-04-22,184,60,15,139,41,792,13,9,Healthy,21,110088
P001,Laptop,Electronics,Thailand,Chiang Mai,Supplier C,2024-04-23,207,43,8,172,77,1289,6,10,Healthy,31,221708
P003,Tablet,Electronics,India,Mumbai,Supplier B,2024-04-24,181,12,60,229,41,840,15,8,Healthy,34,192360
P004,Monitor,Electronics,China,Shenzhen,Supplier C,2024-04-25,187,48,35,174,64,645,14,7,Healthy,49,112230
P004,Monitor,Electronics,India,Mumbai,Supplier A,2024-04-26,80,42,44,82,46,1340,8,3,Healthy,41,109880
P001,Laptop,Electronics,USA,Los Angeles,Supplier B,2024-04-27,118,28,65,155,75,1223,4,7,Healthy,35,189565
P004,Monitor,Electronics,Thailand,Bangkok,Supplier B,2024-04-28,149,21,14,142,69,709,12,2,Healthy,14,100678
P002,Phone,Electronics,USA,Los Angeles,Supplier C,2024-04-29,68,10,50,108,50,101,10,9,Healthy,48,10908
P002,Phone,Electronics,Germany,Munich,Supplier A,2024-01-01,177,30,44,191,66,1088,7,8,Healthy,37,207808
P004,Monitor,Electronics,USA,New York,Supplier B,2024-01-02,129,20,2,111,85,399,11,7,Healthy,26,44289
P002,Phone,Electronics,USA,Los Angeles,Supplier A,2024-01-03,179,5,63,237,97,1153,4,10,Healthy,11,273261
P004,Monitor,Electronics,China,Shanghai,Supplier C,2024-01-04,226,37,53,242,84,959,14,5,Healthy,45,232078
P001,Laptop,Electronics,China,Shenzhen,Supplier C,2024-01-05,180,59,15,136,73,306,12,10,Healthy,26,41616
P001,Laptop,Electronics,China,Shanghai,Supplier A,2024-01-06,68,55,75,88,49,58,9,1,Healthy,32,5104
P001,Laptop,Electronics,China,Shenzhen,Supplier C,2024-01-07,274,57,70,287,92,312,10,9,Healthy,58,89544
P004,Monitor,Electronics,China,Shenzhen,Supplier A,2024-01-08,135,20,2,117,54,875,14,1,Healthy,24,102375
P001,Laptop,Electronics,China,Shanghai,Supplier B,2024-01-09,246,60,26,212,46,1435,15,3,Healthy,54,304220
P005,Keyboard,Electronics,USA,New York,Supplier C,2024-01-10,237,42,40,235,58,986,5,3,Healthy,37,231710
P001,Laptop,Electronics,China,Shanghai,Supplier A,2024-01-11,256,6,43,293,55,385,12,2,Healthy,69,112805
P003,Tablet,Electronics,Thailand,Chiang Mai,Supplier A,2024-01-12,128,24,59,163,65,493,5,3,Healthy,30,80359
P004,Monitor,Electronics,Germany,Berlin,Supplier A,2024-01-13,152,60,72,164,58,776,2,4,Healthy,68,127264
P001,Laptop,Electronics,India,Delhi,Supplier A,2024-01-14,84,49,44,79,51,149,8,0,Healthy,43,11771
P004,Monitor,Electronics,Germany,Munich,Supplier A,2024-01-15,265,57,5,213,41,421,11,6,Healthy,26,89673
P002,Phone,Electronics,Thailand,Bangkok,Supplier A,2024-01-16,114,16,3,101,47,98,4,3,Healthy,67,9898
P004,Monitor,Electronics,Germany,Munich,Supplier B,2024-01-17,193,20,73,246,72,851,8,8,Healthy,32,209346
P001,Laptop,Electronics,Thailand,Chiang Mai,Supplier B,2024-01-18,152,25,61,188,84,638,15,8,Healthy,53,119944
P002,Phone,Electronics,Thailand,Bangkok,Supplier B,2024-01-19,90,35,16,71,90,101,11,7,Low,43,7171
P005,Keyboard,Electronics,Thailand,Chiang Mai,Supplier B,2024-01-20,275,52,75,298,74,311,12,5,Healthy,14,92678
P001,Laptop,Electronics,India,Mumbai,Supplier C,2024-01-21,219,42,39,216,47,137,11,4,Healthy,70,29592
P004,Monitor,Electronics,Thailand,Chiang Mai,Supplier C,2024-01-22,263,5,64,322,50,995,14,9,Healthy,27,320390
P005,Keyboard,Electronics,Thailand,Bangkok,Supplier B,2024-01-23,97,32,35,100,54,381,12,6,Healthy,51,38100
P003,Tablet,Electronics,Thailand,Chiang Mai,Supplier C,2024-01-24,241,58,61,244,76,390,9,10,Healthy,15,95160
P001,Laptop,Electronics,China,Shenzhen,Supplier A,2024-01-25,158,39,29,148,67,1268,6,0,Healthy,68,187664
P003,Tablet,Electronics,Germany,Berlin,Supplier C,2024-01-26,56,35,30,51,80,1038,14,2,Low,34,52938
P005,Keyboard,Electronics,India,Mumbai,Supplier B,2024-01-27,293,55,37,275,83,379,5,4,Healthy,58,104225
P002,Phone,Electronics,Thailand,Chiang Mai,Supplier A,2024-01-28,53,21,43,75,54,448,14,9,Healthy,41,33600
P001,Laptop,Electronics,Thailand,Chiang Mai,Supplier A,2024-01-29,136,23,14,127,86,1006,15,5,Healthy,51,127762
P003,Tablet,Electronics,USA,New York,Supplier A,2024-01-30,58,28,49,79,73,1032,7,8,Healthy,66,81528
P004,Monitor,Electronics,USA,New York,Supplier B,2024-01-31,55,41,20,34,96,711,13,5,Low,68,24174
P003,Tablet,Electronics,Germany,Berlin,Supplier A,2024-02-01,72,35,43,80,60,69,3,7,Healthy,46,5520
P003,Tablet,Electronics,Germany,Berlin,Supplier B,2024-02-02,103,36,25,92,59,431,8,10,Healthy,16,39652
P004,Monitor,Electronics,Thailand,Chiang Mai,Supplier C,2024-02-03,71,32,66,105,78,403,12,7,Healthy,37,42315
P002,Phone,Electronics,Thailand,Bangkok,Supplier C,2024-02-04,184,53,61,192,89,639,15,9,Healthy,28,122688
P002,Phone,Electronics,China,Shanghai,Supplier B,2024-02-05,63,32,50,81,48,743,14,4,Healthy,44,60183
P003,Tablet,Electronics,Germany,Berlin,Supplier C,2024-02-06,141,16,8,133,80,878,7,2,Healthy,61,116774
P002,Phone,Electronics,Germany,Munich,Supplier A,2024-02-07,249,37,47,259,100,263,7,4,Healthy,37,68117
P004,Monitor,Electronics,India,Delhi,Supplier C,2024-02-08,54,30,57,81,95,569,3,9,Low,45,46089
P005,Keyboard,Electronics,India,Delhi,Supplier B,2024-02-09,62,56,6,12,67,886,6,3,Low,35,10632
P002,Phone,Electronics,Thailand,Bangkok,Supplier C,2024-02-10,163,43,58,178,72,593,10,9,Healthy,21,105554
P002,Phone,Electronics,Thailand,Chiang Mai,Supplier C,2024-02-11,179,56,6,129,58,1297,10,9,Healthy,39,167313
P003,Tablet,Electronics,India,Delhi,Supplier C,2024-02-12,291,13,14,292,76,88,6,10,Healthy,48,25696
P002,Phone,Electronics,Germany,Berlin,Supplier C,2024-02-13,179,47,28,160,46,1208,12,4,Healthy,36,193280
P005,Keyboard,Electronics,India,Mumbai,Supplier C,2024-02-14,152,21,13,144,90,1291,10,5,Healthy,49,185904
P004,Monitor,Electronics,Germany,Berlin,Supplier A,2024-02-15,137,57,45,125,46,887,13,9,Healthy,22,110875
P005,Keyboard,Electronics,Germany,Berlin,Supplier B,2024-02-16,237,29,21,229,98,455,12,0,Healthy,64,104195
P003,Tablet,Electronics,Thailand,Chiang Mai,Supplier C,2024-02-17,140,38,14,116,97,1336,7,5,Healthy,52,154976
P001,Laptop,Electronics,China,Shenzhen,Supplier B,2024-02-18,114,39,31,106,91,202,3,7,Healthy,64,21412
P003,Tablet,Electronics,USA,Los Angeles,Supplier A,2024-02-19,69,18,62,113,56,928,7,7,Healthy,19,104864
P004,Monitor,Electronics,USA,New York,Supplier B,2024-02-20,146,28,74,192,92,761,12,9,Healthy,58,146112
P001,Laptop,Electronics,USA,Los Angeles,Supplier B,2024-02-21,225,51,37,211,64,720,10,10,Healthy,49,151920
P002,Phone,Electronics,Thailand,Bangkok,Supplier B,2024-02-22,232,39,55,248,98,503,8,8,Healthy,67,124744
P002,Phone,Electronics,USA,New York,Supplier A,2024-02-23,50,11,23,62,62,693,15,6,Low,34,42966
P005,Keyboard,Electronics,China,Shanghai,Supplier B,2024-02-24,97,53,40,84,76,1056,14,5,Healthy,50,88704
P002,Phone,Electronics,Thailand,Bangkok,Supplier A,2024-02-25,190,36,55,209,73,1484,5,3,Healthy,29,310156
P002,Phone,Electronics,China,Shanghai,Supplier B,2024-02-26,115,14,45,146,67,647,14,4,Healthy,57,94462
P002,Phone,Electronics,China,Shanghai,Supplier C,2024-02-27,296,11,25,310,90,247,6,1,Healthy,44,76570
P003,Tablet,Electronics,Thailand,Bangkok,Supplier B,2024-02-28,213,25,13,201,72,135,10,3,Healthy,14,27135
P004,Monitor,Electronics,Thailand,Bangkok,Supplier A,2024-02-29,136,15,3,124,84,1032,15,9,Healthy,47,127968
P003,Tablet,Electronics,India,Mumbai,Supplier A,2024-03-01,239,34,79,284,83,213,4,7,Healthy,29,60492
P003,Tablet,Electronics,China,Shenzhen,Supplier A,2024-03-02,275,10,67,332,74,714,6,5,Healthy,43,237048
P002,Phone,Electronics,USA,Los Angeles,Supplier A,2024-03-03,128,29,41,140,79,1217,4,1,Healthy,11,170380
P002,Phone,Electronics,Germany,Berlin,Supplier B,2024-03-04,112,15,20,117,47,1065,13,0,Healthy,28,124605
P001,Laptop,Electronics,Germany,Berlin,Supplier B,2024-03-05,141,55,36,122,76,523,11,1,Healthy,57,63806
P005,Keyboard,Electronics,Thailand,Bangkok,Supplier B,2024-03-06,192,51,36,177,67,1057,9,6,Healthy,68,187089
P002,Phone,Electronics,India,Mumbai,Supplier C,2024-03-07,271,16,34,289,89,813,13,10,Healthy,46,234957
P002,Phone,Electronics,China,Shenzhen,Supplier A,2024-03-08,291,38,51,304,74,430,11,0,Healthy,60,130720
P004,Monitor,Electronics,China,Shenzhen,Supplier C,2024-03-09,54,37,58,75,58,1216,8,0,Healthy,70,91200
P001,Laptop,Electronics,Thailand,Chiang Mai,Supplier C,2024-03-10,184,24,32,192,79,1474,8,9,Healthy,45,283008
P005,Keyboard,Electronics,Germany,Berlin,Supplier C,2024-03-11,245,48,44,241,74,345,13,3,Healthy,52,83145
P005,Keyboard,Electronics,USA,Los Angeles,Supplier C,2024-03-12,266,24,17,259,84,673,7,1,Healthy,50,174307
P002,Phone,Electronics,USA,New York,Supplier A,2024-03-13,53,26,79,106,61,818,4,4,Healthy,25,86708
P003,Tablet,Electronics,Germany,Berlin,Supplier B,2024-03-14,81,36,27,72,56,535,6,9,Healthy,12,38520
P003,Tablet,Electronics,China,Shanghai,Supplier A,2024-03-15,192,26,46,212,40,729,10,4,Healthy,20,154548
P003,Tablet,Electronics,Thailand,Chiang Mai,Supplier B,2024-03-16,196,39,56,213,75,170,11,1,Healthy,69,36210
P003,Tablet,Electronics,USA,New York,Supplier B,2024-03-17,228,12,40,256,64,151,5,2,Healthy,68,38656
P004,Monitor,Electronics,Germany,Munich,Supplier A,2024-03-18,55,37,28,46,89,1061,2,10,Low,22,48806
P004,Monitor,Electronics,Thailand,Chiang Mai,Supplier B,2024-03-19,249,55,11,205,63,781,13,10,Healthy,64,160105
P003,Tablet,Electronics,China,Shanghai,Supplier A,2024-03-20,139,18,23,144,86,196,15,0,Healthy,49,28224
P004,Monitor,Electronics,USA,Los Angeles,Supplier A,2024-03-21,208,20,75,263,55,1197,5,6,Healthy,28,314811
P001,Laptop,Electronics,China,Shanghai,Supplier B,2024-03-22,246,19,36,263,43,1212,14,8,Healthy,69,318756
P004,Monitor,Electronics,India,Mumbai,Supplier A,2024-03-23,260,19,78,319,60,305,7,0,Healthy,10,97295
P004,Monitor,Electronics,USA,Los Angeles,Supplier C,2024-03-24,106,17,37,126,57,1078,5,8,Healthy,36,135828
P001,Laptop,Electronics,Thailand,Chiang Mai,Supplier C,2024-03-25,299,9,28,318,92,1189,3,7,Healthy,51,378102
P005,Keyboard,Electronics,Thailand,Bangkok,Supplier A,2024-03-26,161,16,63,208,70,1346,13,8,Healthy,35,279968
P005,Keyboard,Electronics,India,Delhi,Supplier C,2024-03-27,77,14,4,67,52,894,13,9,Healthy,40,59898
P001,Laptop,Electronics,Thailand,Chiang Mai,Supplier C,2024-03-28,184,20,60,224,95,950,4,5,Healthy,44,212800
P005,Keyboard,Electronics,USA,Los Angeles,Supplier B,2024-03-29,258,31,14,241,60,101,12,9,Healthy,58,24341
P001,Laptop,Electronics,USA,Los Angeles,Supplier A,2024-03-30,276,29,2,249,63,621,15,4,Healthy,44,154629
P001,Laptop,Electronics,Thailand,Chiang Mai,Supplier A,2024-03-31,100,50,9,59,41,1259,13,6,Healthy,20,74281
P003,Tablet,Electronics,Germany,Munich,Supplier B,2024-04-01,215,40,70,245,63,1497,12,3,Healthy,29,366765
